,missing_fraction
PS3_t2621,0.0
PS3_t2622,0.0
PS3_t2623,0.0
PS3_t2624,0.0
PS3_t2609,0.0
PS3_t2610,0.0
PS3_t2611,0.0
PS3_t2612,0.0
PS3_t2613,0.0
PS3_t2614,0.0
PS3_t2615,0.0
PS3_t2616,0.0
PS3_t2601,0.0
PS3_t2602,0.0
PS3_t2603,0.0
PS3_t2604,0.0
PS3_t2605,0.0
PS3_t2606,0.0
PS3_t2607,0.0
PS3_t2608,0.0
PS3_t2657,0.0
PS3_t2658,0.0
PS3_t2659,0.0
PS3_t2660,0.0
PS3_t2661,0.0
PS3_t2662,0.0
PS3_t2663,0.0
PS3_t2664,0.0
PS3_t2649,0.0
PS3_t2650,0.0
PS3_t2651,0.0
PS3_t2652,0.0
PS3_t2653,0.0
PS3_t2654,0.0
PS3_t2655,0.0
PS3_t2656,0.0
PS3_t2641,0.0
PS3_t2642,0.0
PS3_t2643,0.0
PS3_t2644,0.0
PS3_t2645,0.0
PS3_t2646,0.0
PS3_t2647,0.0
PS3_t2648,0.0
PS3_t2633,0.0
PS3_t2634,0.0
PS3_t2635,0.0
PS3_t2636,0.0
PS3_t2637,0.0
PS3_t2638,0.0
PS3_t2639,0.0
PS3_t2640,0.0
PS3_t2689,0.0
PS3_t2690,0.0
PS3_t2691,0.0
PS3_t2692,0.0
PS3_t2693,0.0
PS3_t2694,0.0
PS3_t2695,0.0
PS3_t2696,0.0
PS3_t2681,0.0
PS3_t2682,0.0
PS3_t2683,0.0
PS3_t2684,0.0
PS3_t2685,0.0
PS3_t2686,0.0
PS3_t2687,0.0
PS3_t2688,0.0
PS3_t2673,0.0
PS3_t2674,0.0
PS3_t2675,0.0
PS3_t2676,0.0
PS3_t2677,0.0
PS3_t2678,0.0
PS3_t2679,0.0
PS3_t2680,0.0
PS3_t2665,0.0
PS3_t2666,0.0
PS3_t2667,0.0
PS3_t2668,0.0
PS3_t2669,0.0
PS3_t2670,0.0
PS3_t2671,0.0
PS3_t2672,0.0
PS3_t2721,0.0
PS3_t2722,0.0
PS3_t2723,0.0
PS3_t2724,0.0
PS3_t2725,0.0
PS3_t2726,0.0
PS3_t2727,0.0
PS3_t2728,0.0
PS3_t2713,0.0
PS3_t2714,0.0
PS3_t2715,0.0
PS3_t2716,0.0
PS3_t2717,0.0
PS3_t2718,0.0
PS3_t2719,0.0
PS3_t2720,0.0
PS3_t2705,0.0
PS3_t2706,0.0
PS3_t2707,0.0
PS3_t2708,0.0
PS3_t2709,0.0
PS3_t2710,0.0
PS3_t2711,0.0
PS3_t2712,0.0
PS3_t2697,0.0
PS3_t2698,0.0
PS3_t2699,0.0
PS3_t2700,0.0
PS3_t2701,0.0
PS3_t2702,0.0
PS3_t2703,0.0
PS3_t2704,0.0
PS3_t2753,0.0
PS3_t2754,0.0
PS3_t2755,0.0
PS3_t2756,0.0
PS3_t2757,0.0
PS3_t2758,0.0
PS3_t2759,0.0
PS3_t2760,0.0
PS3_t2745,0.0
PS3_t2746,0.0
PS3_t2747,0.0
PS3_t2748,0.0
PS3_t2749,0.0
PS3_t2750,0.0
PS3_t2751,0.0
PS3_t2752,0.0
PS3_t2737,0.0
PS3_t2738,0.0
PS3_t2739,0.0
PS3_t2740,0.0
PS3_t2741,0.0
PS3_t2742,0.0
PS3_t2743,0.0
PS3_t2744,0.0
PS3_t2729,0.0
PS3_t2730,0.0
PS3_t2731,0.0
PS3_t2732,0.0
PS3_t2733,0.0
PS3_t2734,0.0
PS3_t2735,0.0
PS3_t2736,0.0
PS3_t2785,0.0
PS3_t2786,0.0
PS3_t2787,0.0
PS3_t2788,0.0
PS3_t2789,0.0
PS3_t2790,0.0
PS3_t2791,0.0
PS3_t2792,0.0
PS3_t2777,0.0
PS3_t2778,0.0
PS3_t2779,0.0
PS3_t2780,0.0
PS3_t2781,0.0
PS3_t2782,0.0
PS3_t2783,0.0
PS3_t2784,0.0
PS3_t2769,0.0
PS3_t2770,0.0
PS3_t2771,0.0
PS3_t2772,0.0
PS3_t2773,0.0
PS3_t2774,0.0
PS3_t2775,0.0
PS3_t2776,0.0
PS3_t2761,0.0
PS3_t2762,0.0
PS3_t2763,0.0
PS3_t2764,0.0
PS3_t2765,0.0
PS3_t2766,0.0
PS3_t2767,0.0
PS3_t2768,0.0
PS3_t2817,0.0
PS3_t2818,0.0
PS3_t2819,0.0
PS3_t2820,0.0
PS3_t2821,0.0
PS3_t2822,0.0
PS3_t2823,0.0
PS3_t2824,0.0
PS3_t2809,0.0
PS3_t2810,0.0
PS3_t2811,0.0
PS3_t2812,0.0
PS3_t2813,0.0
PS3_t2814,0.0
PS3_t2815,0.0
PS3_t2816,0.0
PS3_t2801,0.0
PS3_t2802,0.0
PS3_t2803,0.0
PS3_t2804,0.0
PS3_t2805,0.0
PS3_t2806,0.0
PS3_t2807,0.0
PS3_t2808,0.0
PS3_t2793,0.0
PS3_t2794,0.0
PS3_t2795,0.0
PS3_t2796,0.0
PS3_t2797,0.0
PS3_t2798,0.0
PS3_t2799,0.0
PS3_t2800,0.0
PS3_t2849,0.0
PS3_t2850,0.0
PS3_t2851,0.0
PS3_t2852,0.0
PS3_t2853,0.0
PS3_t2854,0.0
PS3_t2855,0.0
PS3_t2856,0.0
PS3_t2841,0.0
PS3_t2842,0.0
PS3_t2843,0.0
PS3_t2844,0.0
PS3_t2845,0.0
PS3_t2846,0.0
PS3_t2847,0.0
PS3_t2848,0.0
PS3_t2833,0.0
PS3_t2834,0.0
PS3_t2835,0.0
PS3_t2836,0.0
PS3_t2837,0.0
PS3_t2838,0.0
PS3_t2839,0.0
PS3_t2840,0.0
PS3_t2825,0.0
PS3_t2826,0.0
PS3_t2827,0.0
PS3_t2828,0.0
PS3_t2829,0.0
PS3_t2830,0.0
PS3_t2831,0.0
PS3_t2832,0.0
PS3_t2881,0.0
PS3_t2882,0.0
PS3_t2883,0.0
PS3_t2884,0.0
PS3_t2885,0.0
PS3_t2886,0.0
PS3_t2887,0.0
PS3_t2888,0.0
PS3_t2873,0.0
PS3_t2874,0.0
PS3_t2875,0.0
PS3_t2876,0.0
PS3_t2877,0.0
PS3_t2878,0.0
PS3_t2879,0.0
PS3_t2880,0.0
PS3_t2865,0.0
PS3_t2866,0.0
PS3_t2867,0.0
PS3_t2868,0.0
PS3_t2869,0.0
PS3_t2870,0.0
PS3_t2871,0.0
PS3_t2872,0.0
PS3_t2857,0.0
PS3_t2858,0.0
PS3_t2859,0.0
PS3_t2860,0.0
PS3_t2861,0.0
PS3_t2862,0.0
PS3_t2863,0.0
PS3_t2864,0.0
PS3_t2913,0.0
PS3_t2914,0.0
PS3_t2915,0.0
PS3_t2916,0.0
PS3_t2917,0.0
PS3_t2918,0.0
PS3_t2919,0.0
PS3_t2920,0.0
PS3_t2905,0.0
PS3_t2906,0.0
PS3_t2907,0.0
PS3_t2908,0.0
PS3_t2909,0.0
PS3_t2910,0.0
PS3_t2911,0.0
PS3_t2912,0.0
PS3_t2897,0.0
PS3_t2898,0.0
PS3_t2899,0.0
PS3_t2900,0.0
PS3_t2901,0.0
PS3_t2902,0.0
PS3_t2903,0.0
PS3_t2904,0.0
PS3_t2889,0.0
PS3_t2890,0.0
PS3_t2891,0.0
PS3_t2892,0.0
PS3_t2893,0.0
PS3_t2894,0.0
PS3_t2895,0.0
PS3_t2896,0.0
PS3_t2945,0.0
PS3_t2946,0.0
PS3_t2947,0.0
PS3_t2948,0.0
PS3_t2949,0.0
PS3_t2950,0.0
PS3_t2951,0.0
PS3_t2952,0.0
PS3_t2937,0.0
PS3_t2938,0.0
PS3_t2939,0.0
PS3_t2940,0.0
PS3_t2941,0.0
PS3_t2942,0.0
PS3_t2943,0.0
PS3_t2944,0.0
PS3_t2929,0.0
PS3_t2930,0.0
PS3_t2931,0.0
PS3_t2932,0.0
PS3_t2933,0.0
PS3_t2934,0.0
PS3_t2935,0.0
PS3_t2936,0.0
PS3_t2921,0.0
PS3_t2922,0.0
PS3_t2923,0.0
PS3_t2924,0.0
PS3_t2925,0.0
PS3_t2926,0.0
PS3_t2927,0.0
PS3_t2928,0.0
PS3_t2977,0.0
PS3_t2978,0.0
PS3_t2979,0.0
PS3_t2980,0.0
PS3_t2981,0.0
PS3_t2982,0.0
PS3_t2983,0.0
PS3_t2984,0.0
PS3_t2969,0.0
PS3_t2970,0.0
PS3_t2971,0.0
PS3_t2972,0.0
PS3_t2973,0.0
PS3_t2974,0.0
PS3_t2975,0.0
PS3_t2976,0.0
PS3_t2961,0.0
PS3_t2962,0.0
PS3_t2963,0.0
PS3_t2964,0.0
PS3_t2965,0.0
PS3_t2966,0.0
PS3_t2967,0.0
PS3_t2968,0.0
PS3_t2953,0.0
PS3_t2954,0.0
PS3_t2955,0.0
PS3_t2956,0.0
PS3_t2957,0.0
PS3_t2958,0.0
PS3_t2959,0.0
PS3_t2960,0.0
PS3_t3009,0.0
PS3_t3010,0.0
PS3_t3011,0.0
PS3_t3012,0.0
PS3_t3013,0.0
PS3_t3014,0.0
PS3_t3015,0.0
PS3_t3016,0.0
PS3_t3001,0.0
PS3_t3002,0.0
PS3_t3003,0.0
PS3_t3004,0.0
PS3_t3005,0.0
PS3_t3006,0.0
PS3_t3007,0.0
PS3_t3008,0.0
PS3_t2993,0.0
PS3_t2994,0.0
PS3_t2995,0.0
PS3_t2996,0.0
PS3_t2997,0.0
PS3_t2998,0.0
PS3_t2999,0.0
PS3_t3000,0.0
PS3_t2985,0.0
PS3_t2986,0.0
PS3_t2987,0.0
PS3_t2988,0.0
PS3_t2989,0.0
PS3_t2990,0.0
PS3_t2991,0.0
PS3_t2992,0.0
PS3_t3041,0.0
PS3_t3042,0.0
PS3_t3043,0.0
PS3_t3044,0.0
PS3_t3045,0.0
PS3_t3046,0.0
PS3_t3047,0.0
PS3_t3048,0.0
PS3_t3033,0.0
PS3_t3034,0.0
PS3_t3035,0.0
PS3_t3036,0.0
PS3_t3037,0.0
PS3_t3038,0.0
PS3_t3039,0.0
PS3_t3040,0.0
PS3_t3025,0.0
PS3_t3026,0.0
PS3_t3027,0.0
PS3_t3028,0.0
PS3_t3029,0.0
PS3_t3030,0.0
PS3_t3031,0.0
PS3_t3032,0.0
PS3_t3017,0.0
PS3_t3018,0.0
PS3_t3019,0.0
PS3_t3020,0.0
PS3_t3021,0.0
PS3_t3022,0.0
PS3_t3023,0.0
PS3_t3024,0.0
PS3_t3073,0.0
PS3_t3074,0.0
PS3_t3075,0.0
PS3_t3076,0.0
PS3_t3077,0.0
PS3_t3078,0.0
PS3_t3079,0.0
PS3_t3080,0.0
PS3_t3065,0.0
PS3_t3066,0.0
PS3_t3067,0.0
PS3_t3068,0.0
PS3_t3069,0.0
PS3_t3070,0.0
PS3_t3071,0.0
PS3_t3072,0.0
PS3_t3057,0.0
PS3_t3058,0.0
PS3_t3059,0.0
PS3_t3060,0.0
PS3_t3061,0.0
PS3_t3062,0.0
PS3_t3063,0.0
PS3_t3064,0.0
PS3_t3049,0.0
PS3_t3050,0.0
PS3_t3051,0.0
PS3_t3052,0.0
PS3_t3053,0.0
PS3_t3054,0.0
PS3_t3055,0.0
PS3_t3056,0.0
PS3_t3105,0.0
PS3_t3106,0.0
PS3_t3107,0.0
PS3_t3108,0.0
PS3_t3109,0.0
PS3_t3110,0.0
PS3_t3111,0.0
PS3_t3112,0.0
PS3_t3097,0.0
PS3_t3098,0.0
PS3_t3099,0.0
PS3_t3100,0.0
PS3_t3101,0.0
PS3_t3102,0.0
PS3_t3103,0.0
PS3_t3104,0.0
PS3_t3089,0.0
PS3_t3090,0.0
PS3_t3091,0.0
PS3_t3092,0.0
PS3_t3093,0.0
PS3_t3094,0.0
PS3_t3095,0.0
PS3_t3096,0.0
PS3_t3081,0.0
PS3_t3082,0.0
PS3_t3083,0.0
PS3_t3084,0.0
PS3_t3085,0.0
PS3_t3086,0.0
PS3_t3087,0.0
PS3_t3088,0.0
PS3_t3137,0.0
PS3_t3138,0.0
PS3_t3139,0.0
PS3_t3140,0.0
PS3_t3141,0.0
PS3_t3142,0.0
PS3_t3143,0.0
PS3_t3144,0.0
PS3_t3129,0.0
PS3_t3130,0.0
PS3_t3131,0.0
PS3_t3132,0.0
PS3_t3133,0.0
PS3_t3134,0.0
PS3_t3135,0.0
PS3_t3136,0.0
PS3_t3121,0.0
PS3_t3122,0.0
PS3_t3123,0.0
PS3_t3124,0.0
PS3_t3125,0.0
PS3_t3126,0.0
PS3_t3127,0.0
PS3_t3128,0.0
PS3_t3113,0.0
PS3_t3114,0.0
PS3_t3115,0.0
PS3_t3116,0.0
PS3_t3117,0.0
PS3_t3118,0.0
PS3_t3119,0.0
PS3_t3120,0.0
PS3_t3169,0.0
PS3_t3170,0.0
PS3_t3171,0.0
PS3_t3172,0.0
PS3_t3173,0.0
PS3_t3174,0.0
PS3_t3175,0.0
PS3_t3176,0.0
PS3_t3161,0.0
PS3_t3162,0.0
PS3_t3163,0.0
PS3_t3164,0.0
PS3_t3165,0.0
PS3_t3166,0.0
PS3_t3167,0.0
PS3_t3168,0.0
PS3_t3153,0.0
PS3_t3154,0.0
PS3_t3155,0.0
PS3_t3156,0.0
PS3_t3157,0.0
PS3_t3158,0.0
PS3_t3159,0.0
PS3_t3160,0.0
PS3_t3145,0.0
PS3_t3146,0.0
PS3_t3147,0.0
PS3_t3148,0.0
PS3_t3149,0.0
PS3_t3150,0.0
PS3_t3151,0.0
PS3_t3152,0.0
PS3_t3201,0.0
PS3_t3202,0.0
PS3_t3203,0.0
PS3_t3204,0.0
PS3_t3205,0.0
PS3_t3206,0.0
PS3_t3207,0.0
PS3_t3208,0.0
PS3_t3193,0.0
PS3_t3194,0.0
PS3_t3195,0.0
PS3_t3196,0.0
PS3_t3197,0.0
PS3_t3198,0.0
PS3_t3199,0.0
PS3_t3200,0.0
PS3_t3185,0.0
PS3_t3186,0.0
PS3_t3187,0.0
PS3_t3188,0.0
PS3_t3189,0.0
PS3_t3190,0.0
PS3_t3191,0.0
PS3_t3192,0.0
PS3_t3177,0.0
PS3_t3178,0.0
PS3_t3179,0.0
PS3_t3180,0.0
PS3_t3181,0.0
PS3_t3182,0.0
PS3_t3183,0.0
PS3_t3184,0.0
PS3_t3233,0.0
PS3_t3234,0.0
PS3_t3235,0.0
PS3_t3236,0.0
PS3_t3237,0.0
PS3_t3238,0.0
PS3_t3239,0.0
PS3_t3240,0.0
PS3_t3225,0.0
PS3_t3226,0.0
PS3_t3227,0.0
PS3_t3228,0.0
PS3_t3229,0.0
PS3_t3230,0.0
PS3_t3231,0.0
PS3_t3232,0.0
PS3_t3217,0.0
PS3_t3218,0.0
PS3_t3219,0.0
PS3_t3220,0.0
PS3_t3221,0.0
PS3_t3222,0.0
PS3_t3223,0.0
PS3_t3224,0.0
PS3_t3209,0.0
PS3_t3210,0.0
PS3_t3211,0.0
PS3_t3212,0.0
PS3_t3213,0.0
PS3_t3214,0.0
PS3_t3215,0.0
PS3_t3216,0.0
PS3_t3265,0.0
PS3_t3266,0.0
PS3_t3267,0.0
PS3_t3268,0.0
PS3_t3269,0.0
PS3_t3270,0.0
PS3_t3271,0.0
PS3_t3272,0.0
PS3_t3257,0.0
PS3_t3258,0.0
PS3_t3259,0.0
PS3_t3260,0.0
PS3_t3261,0.0
PS3_t3262,0.0
PS3_t3263,0.0
PS3_t3264,0.0
PS3_t3249,0.0
PS3_t3250,0.0
PS3_t3251,0.0
PS3_t3252,0.0
PS3_t3253,0.0
PS3_t3254,0.0
PS3_t3255,0.0
PS3_t3256,0.0
PS3_t3241,0.0
PS3_t3242,0.0
PS3_t3243,0.0
PS3_t3244,0.0
PS3_t3245,0.0
PS3_t3246,0.0
PS3_t3247,0.0
PS3_t3248,0.0
PS3_t3297,0.0
PS3_t3298,0.0
PS3_t3299,0.0
PS3_t3300,0.0
PS3_t3301,0.0
PS3_t3302,0.0
PS3_t3303,0.0
PS3_t3304,0.0
PS3_t3289,0.0
PS3_t3290,0.0
PS3_t3291,0.0
PS3_t3292,0.0
PS3_t3293,0.0
PS3_t3294,0.0
PS3_t3295,0.0
PS3_t3296,0.0
PS3_t3281,0.0
PS3_t3282,0.0
PS3_t3283,0.0
PS3_t3284,0.0
PS3_t3285,0.0
PS3_t3286,0.0
PS3_t3287,0.0
PS3_t3288,0.0
PS3_t3273,0.0
PS3_t3274,0.0
PS3_t3275,0.0
PS3_t3276,0.0
PS3_t3277,0.0
PS3_t3278,0.0
PS3_t3279,0.0
PS3_t3280,0.0
PS3_t3329,0.0
PS3_t3330,0.0
PS3_t3331,0.0
PS3_t3332,0.0
PS3_t3333,0.0
PS3_t3334,0.0
PS3_t3335,0.0
PS3_t3336,0.0
PS3_t3321,0.0
PS3_t3322,0.0
PS3_t3323,0.0
PS3_t3324,0.0
PS3_t3325,0.0
PS3_t3326,0.0
PS3_t3327,0.0
PS3_t3328,0.0
PS3_t3313,0.0
PS3_t3314,0.0
PS3_t3315,0.0
PS3_t3316,0.0
PS3_t3317,0.0
PS3_t3318,0.0
PS3_t3319,0.0
PS3_t3320,0.0
PS3_t3305,0.0
PS3_t3306,0.0
PS3_t3307,0.0
PS3_t3308,0.0
PS3_t3309,0.0
PS3_t3310,0.0
PS3_t3311,0.0
PS3_t3312,0.0
PS3_t3361,0.0
PS3_t3362,0.0
PS3_t3363,0.0
PS3_t3364,0.0
PS3_t3365,0.0
PS3_t3366,0.0
PS3_t3367,0.0
PS3_t3368,0.0
PS3_t3353,0.0
PS3_t3354,0.0
PS3_t3355,0.0
PS3_t3356,0.0
PS3_t3357,0.0
PS3_t3358,0.0
PS3_t3359,0.0
PS3_t3360,0.0
PS3_t3345,0.0
PS3_t3346,0.0
PS3_t3347,0.0
PS3_t3348,0.0
PS3_t3349,0.0
PS3_t3350,0.0
PS3_t3351,0.0
PS3_t3352,0.0
PS3_t3337,0.0
PS3_t3338,0.0
PS3_t3339,0.0
PS3_t3340,0.0
PS3_t3341,0.0
PS3_t3342,0.0
PS3_t3343,0.0
PS3_t3344,0.0
PS3_t3393,0.0
PS3_t3394,0.0
PS3_t3395,0.0
PS3_t3396,0.0
PS3_t3397,0.0
PS3_t3398,0.0
PS3_t3399,0.0
PS3_t3400,0.0
PS3_t3385,0.0
PS3_t3386,0.0
PS3_t3387,0.0
PS3_t3388,0.0
PS3_t3389,0.0
PS3_t3390,0.0
PS3_t3391,0.0
PS3_t3392,0.0
PS3_t3377,0.0
PS3_t3378,0.0
PS3_t3379,0.0
PS3_t3380,0.0
PS3_t3381,0.0
PS3_t3382,0.0
PS3_t3383,0.0
PS3_t3384,0.0
PS3_t3369,0.0
PS3_t3370,0.0
PS3_t3371,0.0
PS3_t3372,0.0
PS3_t3373,0.0
PS3_t3374,0.0
PS3_t3375,0.0
PS3_t3376,0.0
PS3_t3425,0.0
PS3_t3426,0.0
PS3_t3427,0.0
PS3_t3428,0.0
PS3_t3429,0.0
PS3_t3430,0.0
PS3_t3431,0.0
PS3_t3432,0.0
PS3_t3417,0.0
PS3_t3418,0.0
PS3_t3419,0.0
PS3_t3420,0.0
PS3_t3421,0.0
PS3_t3422,0.0
PS3_t3423,0.0
PS3_t3424,0.0
PS3_t3409,0.0
PS3_t3410,0.0
PS3_t3411,0.0
PS3_t3412,0.0
PS3_t3413,0.0
PS3_t3414,0.0
PS3_t3415,0.0
PS3_t3416,0.0
PS3_t3401,0.0
PS3_t3402,0.0
PS3_t3403,0.0
PS3_t3404,0.0
PS3_t3405,0.0
PS3_t3406,0.0
PS3_t3407,0.0
PS3_t3408,0.0
PS3_t3457,0.0
PS3_t3458,0.0
PS3_t3459,0.0
PS3_t3460,0.0
PS3_t3461,0.0
PS3_t3462,0.0
PS3_t3463,0.0
PS3_t3464,0.0
PS3_t3449,0.0
PS3_t3450,0.0
PS3_t3451,0.0
PS3_t3452,0.0
PS3_t3453,0.0
PS3_t3454,0.0
PS3_t3455,0.0
PS3_t3456,0.0
PS3_t3441,0.0
PS3_t3442,0.0
PS3_t3443,0.0
PS3_t3444,0.0
PS3_t3445,0.0
PS3_t3446,0.0
PS3_t3447,0.0
PS3_t3448,0.0
PS3_t3433,0.0
PS3_t3434,0.0
PS3_t3435,0.0
PS3_t3436,0.0
PS3_t3437,0.0
PS3_t3438,0.0
PS3_t3439,0.0
PS3_t3440,0.0
PS3_t3489,0.0
PS3_t3490,0.0
PS3_t3491,0.0
PS3_t3492,0.0
PS3_t3493,0.0
PS3_t3494,0.0
PS3_t3495,0.0
PS3_t3496,0.0
PS3_t3481,0.0
PS3_t3482,0.0
PS3_t3483,0.0
PS3_t3484,0.0
PS3_t3485,0.0
PS3_t3486,0.0
PS3_t3487,0.0
PS3_t3488,0.0
PS3_t3473,0.0
PS3_t3474,0.0
PS3_t3475,0.0
PS3_t3476,0.0
PS3_t3477,0.0
PS3_t3478,0.0
PS3_t3479,0.0
PS3_t3480,0.0
PS3_t3465,0.0
PS3_t3466,0.0
PS3_t3467,0.0
PS3_t3468,0.0
PS3_t3469,0.0
PS3_t3470,0.0
PS3_t3471,0.0
PS3_t3472,0.0
PS3_t3521,0.0
PS3_t3522,0.0
PS3_t3523,0.0
PS3_t3524,0.0
PS3_t3525,0.0
PS3_t3526,0.0
PS3_t3527,0.0
PS3_t3528,0.0
PS3_t3513,0.0
PS3_t3514,0.0
PS3_t3515,0.0
PS3_t3516,0.0
PS3_t3517,0.0
PS3_t3518,0.0
PS3_t3519,0.0
PS3_t3520,0.0
PS3_t3505,0.0
PS3_t3506,0.0
PS3_t3507,0.0
PS3_t3508,0.0
PS3_t3509,0.0
PS3_t3510,0.0
PS3_t3511,0.0
PS3_t3512,0.0
PS3_t3497,0.0
PS3_t3498,0.0
PS3_t3499,0.0
PS3_t3500,0.0
PS3_t3501,0.0
PS3_t3502,0.0
PS3_t3503,0.0
PS3_t3504,0.0
PS3_t3553,0.0
PS3_t3554,0.0
PS3_t3555,0.0
PS3_t3556,0.0
PS3_t3557,0.0
PS3_t3558,0.0
PS3_t3559,0.0
PS3_t3560,0.0
PS3_t3545,0.0
PS3_t3546,0.0
PS3_t3547,0.0
PS3_t3548,0.0
PS3_t3549,0.0
PS3_t3550,0.0
PS3_t3551,0.0
PS3_t3552,0.0
PS3_t3537,0.0
PS3_t3538,0.0
PS3_t3539,0.0
PS3_t3540,0.0
PS3_t3541,0.0
PS3_t3542,0.0
PS3_t3543,0.0
PS3_t3544,0.0
PS3_t3529,0.0
PS3_t3530,0.0
PS3_t3531,0.0
PS3_t3532,0.0
PS3_t3533,0.0
PS3_t3534,0.0
PS3_t3535,0.0
PS3_t3536,0.0
PS3_t3585,0.0
PS3_t3586,0.0
PS3_t3587,0.0
PS3_t3588,0.0
PS3_t3589,0.0
PS3_t3590,0.0
PS3_t3591,0.0
PS3_t3592,0.0
PS3_t3577,0.0
PS3_t3578,0.0
PS3_t3579,0.0
PS3_t3580,0.0
PS3_t3581,0.0
PS3_t3582,0.0
PS3_t3583,0.0
PS3_t3584,0.0
PS3_t3569,0.0
PS3_t3570,0.0
PS3_t3571,0.0
PS3_t3572,0.0
PS3_t3573,0.0
PS3_t3574,0.0
PS3_t3575,0.0
PS3_t3576,0.0
PS3_t3561,0.0
PS3_t3562,0.0
PS3_t3563,0.0
PS3_t3564,0.0
PS3_t3565,0.0
PS3_t3566,0.0
PS3_t3567,0.0
PS3_t3568,0.0
PS3_t3617,0.0
PS3_t3618,0.0
PS3_t3619,0.0
PS3_t3620,0.0
PS3_t3621,0.0
PS3_t3622,0.0
PS3_t3623,0.0
PS3_t3624,0.0
PS3_t3609,0.0
PS3_t3610,0.0
PS3_t3611,0.0
PS3_t3612,0.0
PS3_t3613,0.0
PS3_t3614,0.0
PS3_t3615,0.0
PS3_t3616,0.0
PS3_t3601,0.0
PS3_t3602,0.0
PS3_t3603,0.0
PS3_t3604,0.0
PS3_t3605,0.0
PS3_t3606,0.0
PS3_t3607,0.0
PS3_t3608,0.0
PS3_t3593,0.0
PS3_t3594,0.0
PS3_t3595,0.0
PS3_t3596,0.0
PS3_t3597,0.0
PS3_t3598,0.0
PS3_t3599,0.0
PS3_t3600,0.0
PS3_t3649,0.0
PS3_t3650,0.0
PS3_t3651,0.0
PS3_t3652,0.0
PS3_t3653,0.0
PS3_t3654,0.0
PS3_t3655,0.0
PS3_t3656,0.0
PS3_t3641,0.0
PS3_t3642,0.0
PS3_t3643,0.0
PS3_t3644,0.0
PS3_t3645,0.0
PS3_t3646,0.0
PS3_t3647,0.0
PS3_t3648,0.0
PS3_t3633,0.0
PS3_t3634,0.0
PS3_t3635,0.0
PS3_t3636,0.0
PS3_t3637,0.0
PS3_t3638,0.0
PS3_t3639,0.0
PS3_t3640,0.0
PS3_t3625,0.0
PS3_t3626,0.0
PS3_t3627,0.0
PS3_t3628,0.0
PS3_t3629,0.0
PS3_t3630,0.0
PS3_t3631,0.0
PS3_t3632,0.0
PS3_t3681,0.0
PS3_t3682,0.0
PS3_t3683,0.0
PS3_t3684,0.0
PS3_t3685,0.0
PS3_t3686,0.0
PS3_t3687,0.0
PS3_t3688,0.0
PS3_t3673,0.0
PS3_t3674,0.0
PS3_t3675,0.0
PS3_t3676,0.0
PS3_t3677,0.0
PS3_t3678,0.0
PS3_t3679,0.0
PS3_t3680,0.0
PS3_t3665,0.0
PS3_t3666,0.0
PS3_t3667,0.0
PS3_t3668,0.0
PS3_t3669,0.0
PS3_t3670,0.0
PS3_t3671,0.0
PS3_t3672,0.0
PS3_t3657,0.0
PS3_t3658,0.0
PS3_t3659,0.0
PS3_t3660,0.0
PS3_t3661,0.0
PS3_t3662,0.0
PS3_t3663,0.0
PS3_t3664,0.0
PS3_t3713,0.0
PS3_t3714,0.0
PS3_t3715,0.0
PS3_t3716,0.0
PS3_t3717,0.0
PS3_t3718,0.0
PS3_t3719,0.0
PS3_t3720,0.0
PS3_t3705,0.0
PS3_t3706,0.0
PS3_t3707,0.0
PS3_t3708,0.0
PS3_t3709,0.0
PS3_t3710,0.0
PS3_t3711,0.0
PS3_t3712,0.0
PS3_t3697,0.0
PS3_t3698,0.0
PS3_t3699,0.0
PS3_t3700,0.0
PS3_t3701,0.0
PS3_t3702,0.0
PS3_t3703,0.0
PS3_t3704,0.0
PS3_t3689,0.0
PS3_t3690,0.0
PS3_t3691,0.0
PS3_t3692,0.0
PS3_t3693,0.0
PS3_t3694,0.0
PS3_t3695,0.0
PS3_t3696,0.0
PS3_t3745,0.0
PS3_t3746,0.0
PS3_t3747,0.0
PS3_t3748,0.0
PS3_t3749,0.0
PS3_t3750,0.0
PS3_t3751,0.0
PS3_t3752,0.0
PS3_t3737,0.0
PS3_t3738,0.0
PS3_t3739,0.0
PS3_t3740,0.0
PS3_t3741,0.0
PS3_t3742,0.0
PS3_t3743,0.0
PS3_t3744,0.0
PS3_t3729,0.0
PS3_t3730,0.0
PS3_t3731,0.0
PS3_t3732,0.0
PS3_t3733,0.0
PS3_t3734,0.0
PS3_t3735,0.0
PS3_t3736,0.0
PS3_t3721,0.0
PS3_t3722,0.0
PS3_t3723,0.0
PS3_t3724,0.0
PS3_t3725,0.0
PS3_t3726,0.0
PS3_t3727,0.0
PS3_t3728,0.0
PS3_t3777,0.0
PS3_t3778,0.0
PS3_t3779,0.0
PS3_t3780,0.0
PS3_t3781,0.0
PS3_t3782,0.0
PS3_t3783,0.0
PS3_t3784,0.0
PS3_t3769,0.0
PS3_t3770,0.0
PS3_t3771,0.0
PS3_t3772,0.0
PS3_t3773,0.0
PS3_t3774,0.0
PS3_t3775,0.0
PS3_t3776,0.0
PS3_t3761,0.0
PS3_t3762,0.0
PS3_t3763,0.0
PS3_t3764,0.0
PS3_t3765,0.0
PS3_t3766,0.0
PS3_t3767,0.0
PS3_t3768,0.0
PS3_t3753,0.0
PS3_t3754,0.0
