,count,mean,std,min,25%,50%,75%,max
PS2_t5728,2205.0,123.37297052154196,3.6995966599137975,119.61,121.6,123.06,125.11,165.48
PS2_t5729,2205.0,123.3720589569161,3.6961616336807874,119.19,121.6,123.06,125.12,165.41
PS2_t5730,2205.0,123.37171882086169,3.6988878120496276,119.6,121.61,123.06,125.11,165.49
PS2_t5731,2205.0,123.37416780045353,3.7054536497458206,119.52,121.63,123.06,125.11,165.63
PS2_t5732,2205.0,123.3777551020408,3.703784190063947,119.73,121.6,123.06,125.12,165.67
PS2_t5733,2205.0,123.37746485260772,3.701900424812858,119.63,121.6,123.06,125.13,165.56
PS2_t5734,2205.0,123.37569160997734,3.7003246700084484,119.69,121.57,123.08,125.14,165.49
PS2_t5735,2205.0,123.37362358276646,3.6974362744253404,119.6,121.59,123.06,125.13,165.38
PS2_t5736,2205.0,123.37417687074833,3.695511332253639,119.68,121.61,123.08,125.14,165.35
PS2_t5737,2205.0,123.37784126984127,3.7042753738853844,119.63,121.6,123.08,125.14,165.64
PS2_t5738,2205.0,123.3809977324263,3.7078428922129696,119.53,121.6,123.06,125.16,165.71
PS2_t5739,2205.0,123.38020408163264,3.703800729030175,119.6,121.59,123.06,125.16,165.74
PS2_t5740,2205.0,123.37880725623583,3.7034028695871557,119.67,121.61,123.06,125.14,165.54
PS2_t5741,2205.0,123.37598639455781,3.702369672056336,119.65,121.61,123.06,125.11,165.57
PS2_t5742,2205.0,123.37189569160999,3.6949929747549843,119.71,121.61,123.04,125.12,165.59
PS2_t5743,2205.0,123.37014965986394,3.6987650272946566,119.66,121.61,123.03,125.12,165.44
PS2_t5744,2205.0,123.37085260770976,3.7058265178191063,119.63,121.6,123.03,125.13,165.54
PS2_t5745,2205.0,123.37241723356009,3.698257303834511,119.2,121.61,123.06,125.12,165.67
PS2_t5746,2205.0,123.37109297052154,3.696723561945047,119.69,121.6,123.04,125.1,165.46
PS2_t5747,2205.0,123.36759183673469,3.7031218933626957,119.63,121.61,123.06,125.1,165.56
PS2_t5748,2205.0,123.36802267573695,3.6982479774798573,119.63,121.61,123.06,125.1,165.61
PS2_t5749,2205.0,123.37238548752833,3.6956999251334515,119.65,121.6,123.08,125.11,165.33
PS2_t5750,2205.0,123.37603628117915,3.702666104062708,119.5,121.59,123.06,125.12,165.48
PS2_t5751,2205.0,123.37551927437643,3.7044488098459376,119.68,121.63,123.08,125.11,165.56
PS2_t5752,2205.0,123.37635827664398,3.7018892548106694,119.68,121.61,123.08,125.1,165.56
PS2_t5753,2205.0,123.37622222222222,3.702825491470851,119.71,121.6,123.06,125.11,165.56
PS2_t5754,2205.0,123.3718095238095,3.7010986302421607,119.66,121.6,123.06,125.1,165.41
PS2_t5755,2205.0,123.37275283446714,3.6956622430674444,119.58,121.63,123.06,125.1,165.38
PS2_t5756,2205.0,123.37651700680271,3.699400234082456,119.73,121.6,123.06,125.11,165.71
PS2_t5757,2205.0,123.37607256235827,3.7073719288805833,119.69,121.58,123.06,125.11,165.56
PS2_t5758,2205.0,123.37139229024945,3.704956986658487,119.57,121.58,123.06,125.11,165.61
PS2_t5759,2205.0,123.37083446712018,3.703092227290667,119.66,121.59,123.04,125.12,165.48
PS2_t5760,2205.0,123.37310657596372,3.701740640004326,119.73,121.65,123.06,125.12,165.36
PS2_t5761,2205.0,123.37182766439909,3.6977019727856466,119.67,121.6,123.06,125.13,165.36
PS2_t5762,2205.0,123.371052154195,3.7001211879281644,119.6,121.61,123.04,125.13,165.52
PS2_t5763,2205.0,123.37305668934239,3.702539975159756,119.0,121.63,123.04,125.13,165.48
PS2_t5764,2205.0,123.37167800453514,3.7012084890224686,119.68,121.63,123.06,125.13,165.48
PS2_t5765,2205.0,123.36951020408164,3.7023178882251666,119.61,121.6,123.06,125.12,165.65
PS2_t5766,2205.0,123.37086167800453,3.7022901973575757,119.68,121.61,123.06,125.13,165.54
PS2_t5767,2205.0,123.3720725623583,3.701835912569457,119.63,121.6,123.06,125.12,165.59
PS2_t5768,2205.0,123.3705396825397,3.7012108345053747,119.68,121.6,123.06,125.13,165.41
PS2_t5769,2205.0,123.37077097505669,3.6998509001045865,119.59,121.58,123.08,125.12,165.45
PS2_t5770,2205.0,123.36926077097505,3.6989503891540885,119.71,121.6,123.06,125.11,165.52
PS2_t5771,2205.0,123.36737868480726,3.7015169456712926,119.68,121.58,123.06,125.12,165.65
PS2_t5772,2205.0,123.37057596371882,3.705571145920703,119.57,121.6,123.06,125.12,165.66
PS2_t5773,2205.0,123.37308390022677,3.700590330934244,119.63,121.6,123.06,125.12,165.49
PS2_t5774,2205.0,123.37144671201816,3.6952464857280143,118.62,121.63,123.03,125.11,165.46
PS2_t5775,2205.0,123.37079818594104,3.6978907508305836,119.63,121.63,123.04,125.12,165.51
PS2_t5776,2205.0,123.37573242630386,3.702971579939314,119.63,121.61,123.06,125.12,165.49
PS2_t5777,2205.0,123.37760544217687,3.7039470263269245,119.6,121.63,123.06,125.12,165.69
PS2_t5778,2205.0,123.37298412698412,3.7010870750911464,119.63,121.61,123.06,125.11,165.66
PS2_t5779,2205.0,123.37019047619049,3.6973348497161562,119.63,121.6,123.06,125.12,165.43
PS2_t5780,2205.0,123.37243537414965,3.69743776381157,119.37,121.63,123.06,125.12,165.51
PS2_t5781,2205.0,123.37186394557821,3.701306400994084,119.63,121.61,123.06,125.11,165.69
PS2_t5782,2205.0,123.36656689342405,3.7052303561938795,119.63,121.61,123.06,125.1,165.4
PS2_t5783,2205.0,123.3695918367347,3.7055253559563845,119.63,121.63,123.06,125.11,165.49
PS2_t5784,2205.0,123.37351473922901,3.7055659722339964,119.69,121.61,123.06,125.11,165.72
PS2_t5785,2205.0,123.37146485260769,3.708994632449847,119.68,121.63,123.06,125.11,165.71
PS2_t5786,2205.0,123.37030839002266,3.7075599906846777,119.29,121.59,123.06,125.12,165.56
PS2_t5787,2205.0,123.37436281179137,3.697853011127044,119.63,121.63,123.06,125.12,165.51
PS2_t5788,2205.0,123.37607709750567,3.6935448035009517,119.56,121.63,123.06,125.11,165.38
PS2_t5789,2205.0,123.37250793650794,3.6995707328799883,119.67,121.63,123.06,125.12,165.44
PS2_t5790,2205.0,123.37174149659862,3.7058264881627827,119.69,121.6,123.06,125.13,165.73
PS2_t5791,2205.0,123.37131519274377,3.708326261223905,119.65,121.59,123.06,125.12,165.64
PS2_t5792,2205.0,123.3701088435374,3.7044477836753367,119.67,121.6,123.06,125.13,165.48
PS2_t5793,2205.0,123.36951927437643,3.70051222054297,119.61,121.58,123.04,125.12,165.41
PS2_t5794,2205.0,123.36982312925169,3.700975678920637,119.76,121.61,123.06,125.13,165.54
PS2_t5795,2205.0,123.37107482993196,3.698522498485396,119.61,121.61,123.08,125.13,165.44
PS2_t5796,2205.0,123.37215419501133,3.698682177366875,119.58,121.61,123.06,125.12,165.73
PS2_t5797,2205.0,123.37390022675734,3.7005433614151997,119.61,121.63,123.06,125.13,165.59
PS2_t5798,2205.0,123.37308843537417,3.6998433568987235,119.67,121.61,123.06,125.11,165.4
PS2_t5799,2205.0,123.37099319727893,3.706123074290266,119.66,121.63,123.06,125.11,165.49
PS2_t5800,2205.0,123.37108390022675,3.707345966457457,119.67,121.65,123.06,125.11,165.56
PS2_t5801,2205.0,123.36833106575963,3.6957565096894545,119.59,121.63,123.06,125.12,165.27
PS2_t5802,2205.0,123.3655918367347,3.694452870342996,119.65,121.6,123.06,125.12,165.34
PS2_t5803,2205.0,123.36949659863946,3.6993397250921016,119.65,121.59,123.06,125.12,165.56
PS2_t5804,2205.0,123.37179138321994,3.6983000843128018,119.68,121.6,123.08,125.11,165.48
PS2_t5805,2205.0,123.36933333333333,3.701115979246399,119.69,121.59,123.06,125.11,165.53
PS2_t5806,2205.0,123.36840816326529,3.703809898518233,119.6,121.59,123.06,125.11,165.49
PS2_t5807,2205.0,123.37280725623584,3.7003133925184137,119.58,121.61,123.06,125.1,165.36
PS2_t5808,2205.0,123.37466666666667,3.697741160691221,119.63,121.6,123.06,125.1,165.3
PS2_t5809,2205.0,123.37056235827663,3.7013675247046427,119.66,121.6,123.04,125.1,165.69
PS2_t5810,2205.0,123.36907482993198,3.7024906827964705,119.63,121.63,123.06,125.1,165.52
PS2_t5811,2205.0,123.37173696145125,3.6960253365353286,119.63,121.63,123.06,125.1,165.48
PS2_t5812,2205.0,123.37276190476193,3.697322894747195,119.63,121.65,123.06,125.11,165.44
PS2_t5813,2205.0,123.36968707482994,3.6977407192141416,119.63,121.61,123.04,125.11,165.3
PS2_t5814,2205.0,123.36741950113378,3.6967321381652303,119.58,121.59,123.06,125.11,165.3
PS2_t5815,2205.0,123.3698911564626,3.703790057049104,119.65,121.6,123.06,125.11,165.69
PS2_t5816,2205.0,123.36786848072563,3.705143637527343,119.61,121.57,123.06,125.12,165.59
PS2_t5817,2205.0,123.36436734693879,3.6985115735320275,119.61,121.6,123.06,125.13,165.36
PS2_t5818,2205.0,123.36654421768706,3.698867810475701,119.55,121.63,123.06,125.12,165.67
PS2_t5819,2205.0,123.36830839002268,3.700623665389109,119.65,121.61,123.06,125.12,165.48
PS2_t5820,2205.0,123.37106575963719,3.699951475834805,119.67,121.6,123.04,125.13,165.38
PS2_t5821,2205.0,123.37448979591836,3.700381421394606,119.63,121.63,123.06,125.14,165.56
PS2_t5822,2205.0,123.3727709750567,3.703567060248279,119.67,121.65,123.06,125.14,165.56
PS2_t5823,2205.0,123.36924263038549,3.700811386189407,119.65,121.65,123.06,125.13,165.53
PS2_t5824,2205.0,123.37056689342405,3.6995778436378064,119.7,121.63,123.04,125.11,165.54
PS2_t5825,2205.0,123.36964625850341,3.7021234601745263,119.67,121.63,123.04,125.13,165.64
PS2_t5826,2205.0,123.36648979591835,3.7019613327497645,119.63,121.6,123.06,125.12,165.35
PS2_t5827,2205.0,123.36284807256237,3.7011442358157702,119.69,121.61,123.06,125.14,165.41
PS2_t5828,2205.0,123.36351473922902,3.7059364661437346,119.65,121.58,123.03,125.13,165.53
PS2_t5829,2205.0,123.3661678004535,3.7040262293325363,119.65,121.61,123.04,125.11,165.56
PS2_t5830,2205.0,123.3654739229025,3.6986528811305797,119.63,121.63,123.06,125.12,165.45
PS2_t5831,2205.0,123.3652925170068,3.703379394097678,119.63,121.6,123.06,125.11,165.63
PS2_t5832,2205.0,123.36807709750566,3.7042913902219072,119.11,121.63,123.06,125.11,165.43
PS2_t5833,2205.0,123.36881179138321,3.7028930225352217,119.55,121.6,123.06,125.11,165.26
PS2_t5834,2205.0,123.37064399092971,3.7085371347016842,119.65,121.63,123.06,125.1,165.56
PS2_t5835,2205.0,123.37085714285713,3.7063618896905184,119.61,121.61,123.03,125.11,165.69
PS2_t5836,2205.0,123.36720181405896,3.6989217928689397,119.63,121.61,123.06,125.1,165.41
PS2_t5837,2205.0,123.36530612244898,3.6997459641029753,119.67,121.6,123.06,125.1,165.59
PS2_t5838,2205.0,123.36896145124716,3.7016385934669516,119.71,121.61,123.06,125.11,165.71
PS2_t5839,2205.0,123.36756462585033,3.6965481164638576,119.63,121.59,123.06,125.11,165.34
PS2_t5840,2205.0,123.36210430839003,3.699656495312396,119.63,121.6,123.06,125.09,165.43
PS2_t5841,2205.0,123.36447165532881,3.707007277236433,119.67,121.61,123.06,125.09,165.69
PS2_t5842,2205.0,123.36753741496601,3.701598769718255,119.13,121.63,123.04,125.1,165.57
PS2_t5843,2205.0,123.36624489795919,3.6967289157902665,119.55,121.63,123.06,125.1,165.65
PS2_t5844,2205.0,123.36587755102042,3.6994563309639243,119.63,121.63,123.04,125.11,165.59
PS2_t5845,2205.0,123.36786394557824,3.697136236564286,119.6,121.63,123.03,125.11,165.35
PS2_t5846,2205.0,123.37112925170067,3.6986105994927674,119.63,121.61,123.06,125.11,165.44
PS2_t5847,2205.0,123.37165079365079,3.708063061176063,119.68,121.61,123.04,125.12,165.56
PS2_t5848,2205.0,123.36886621315192,3.7063990849258337,119.67,121.63,123.06,125.13,165.52
PS2_t5849,2205.0,123.36663038548755,3.700843398735208,119.67,121.6,123.06,125.12,165.4
PS2_t5850,2205.0,123.36517460317458,3.705175958418072,119.61,121.58,123.06,125.12,165.64
PS2_t5851,2205.0,123.36395011337869,3.7039582799262165,119.56,121.6,123.06,125.12,165.59
PS2_t5852,2205.0,123.36596371882084,3.6949559156076277,119.52,121.61,123.03,125.13,165.26
PS2_t5853,2205.0,123.36695238095238,3.6965182593055466,119.66,121.61,123.06,125.12,165.34
PS2_t5854,2205.0,123.36549206349208,3.7027179642319092,118.91,121.61,123.06,125.1,165.49
PS2_t5855,2205.0,123.36632653061224,3.700558686722026,119.56,121.63,123.04,125.12,165.49
PS2_t5856,2205.0,123.36993197278912,3.6992991371444943,119.66,121.63,123.06,125.12,165.69
PS2_t5857,2205.0,123.37142857142857,3.6999026204873187,119.65,121.63,123.08,125.11,165.59
PS2_t5858,2205.0,123.37018594104309,3.6946198942830883,119.69,121.63,123.06,125.12,165.32
PS2_t5859,2205.0,123.37038548752832,3.6963153142215344,119.58,121.66,123.04,125.12,165.38
PS2_t5860,2205.0,123.37026757369617,3.7031327997693455,119.58,121.63,123.04,125.11,165.71
PS2_t5861,2205.0,123.36822675736961,3.70140366557921,119.63,121.6,123.06,125.1,165.49
PS2_t5862,2205.0,123.36733333333332,3.7010380846204827,119.63,121.59,123.06,125.11,165.67
PS2_t5863,2205.0,123.36725170068028,3.707780394808733,119.59,121.59,123.04,125.12,165.61
PS2_t5864,2205.0,123.36541950113379,3.7052952333540774,119.67,121.61,123.06,125.11,165.41
PS2_t5865,2205.0,123.36507936507937,3.7003183822839083,119.63,121.61,123.06,125.12,165.35
PS2_t5866,2205.0,123.36872108843536,3.702738268726551,119.5,121.63,123.06,125.11,165.54
PS2_t5867,2205.0,123.36646258503401,3.7017045669013813,119.56,121.63,123.06,125.11,165.56
PS2_t5868,2205.0,123.36216780045352,3.6991475962932805,119.58,121.63,123.04,125.1,165.44
PS2_t5869,2205.0,123.36452154195013,3.701352245920232,119.57,121.67,123.04,125.11,165.57
PS2_t5870,2205.0,123.36569614512472,3.7008285882696237,119.55,121.66,123.06,125.11,165.53
PS2_t5871,2205.0,123.3640045351474,3.6954449533017306,119.65,121.63,123.04,125.1,165.44
PS2_t5872,2205.0,123.36368707482993,3.6996874545534317,119.6,121.61,123.04,125.11,165.56
PS2_t5873,2205.0,123.36533786848072,3.7030917989874026,119.56,121.63,123.06,125.1,165.67
PS2_t5874,2205.0,123.3654058956916,3.699005418989156,119.52,121.61,123.06,125.12,165.53
PS2_t5875,2205.0,123.36694331065759,3.7002066944470275,119.63,121.63,123.06,125.11,165.51
PS2_t5876,2205.0,123.36874376417232,3.7042089551979847,119.58,121.63,123.06,125.12,165.52
PS2_t5877,2205.0,123.36836281179139,3.701880830495481,119.63,121.61,123.06,125.12,165.4
PS2_t5878,2205.0,123.36566439909296,3.6998736030585553,119.69,121.63,123.06,125.12,165.3
PS2_t5879,2205.0,123.36537414965987,3.70232200256467,119.61,121.63,123.04,125.12,165.61
PS2_t5880,2205.0,123.3646439909297,3.696309905461246,119.5,121.63,123.06,125.11,165.56
PS2_t5881,2205.0,123.36263492063492,3.691745758760764,119.63,121.65,123.06,125.11,165.48
PS2_t5882,2205.0,123.36159183673469,3.6953537016546334,119.63,121.63,123.06,125.12,165.48
PS2_t5883,2205.0,123.36010884353743,3.6954693759105757,119.48,121.63,123.06,125.11,165.52
PS2_t5884,2205.0,123.36193197278911,3.696448556144068,119.63,121.63,123.06,125.1,165.31
PS2_t5885,2205.0,123.36212244897958,3.703982667134064,119.67,121.59,123.04,125.11,165.43
PS2_t5886,2205.0,123.36174149659864,3.705802062426722,119.52,121.6,123.06,125.09,165.59
PS2_t5887,2205.0,123.36560090702949,3.6960200137831953,119.66,121.61,123.06,125.1,165.35
PS2_t5888,2205.0,123.3657097505669,3.6952415454279066,119.73,121.65,123.06,125.1,165.48
PS2_t5889,2205.0,123.36382766439908,3.6993161735346662,119.58,121.61,123.04,125.1,165.69
PS2_t5890,2205.0,123.36449886621314,3.697864393928402,119.66,121.63,123.04,125.1,165.46
PS2_t5891,2205.0,123.36453514739229,3.7008702714522315,119.57,121.63,123.06,125.1,165.48
PS2_t5892,2205.0,123.36320634920635,3.704895142611396,119.63,121.61,123.04,125.1,165.56
PS2_t5893,2205.0,123.36258049886621,3.7015746524793,119.57,121.6,123.03,125.1,165.69
PS2_t5894,2205.0,123.36059410430839,3.6985870604835185,118.61,121.6,123.06,125.09,165.59
PS2_t5895,2205.0,123.35999546485263,3.6981160100208985,119.63,121.6,123.04,125.09,165.59
PS2_t5896,2205.0,123.36209977324265,3.6959267431793377,119.63,121.59,123.04,125.09,165.45
PS2_t5897,2205.0,123.36152834467121,3.694943002040709,119.61,121.6,123.04,125.1,165.41
PS2_t5898,2205.0,123.36173242630386,3.6996439215359196,119.66,121.59,123.04,125.1,165.69
PS2_t5899,2205.0,123.36204988662132,3.702567286018182,119.7,121.6,123.04,125.11,165.71
PS2_t5900,2205.0,123.35963265306123,3.701638316496701,119.09,121.63,123.06,125.1,165.46
PS2_t5901,2205.0,123.35991836734694,3.70266331190382,119.61,121.63,123.03,125.1,165.49
PS2_t5902,2205.0,123.36279365079366,3.702084772889243,119.63,121.66,123.04,125.12,165.57
PS2_t5903,2205.0,123.36276190476191,3.6978958724993256,119.61,121.63,123.04,125.13,165.4
PS2_t5904,2205.0,123.36160090702948,3.6987911553981316,119.59,121.63,123.04,125.12,165.46
PS2_t5905,2205.0,123.36268027210885,3.701978223532643,119.67,121.63,123.04,125.13,165.51
PS2_t5906,2205.0,123.36442630385487,3.697958405648542,119.44,121.6,123.06,125.12,165.49
PS2_t5907,2205.0,123.36360090702948,3.6992361629274066,119.63,121.59,123.06,125.12,165.49
PS2_t5908,2205.0,123.36101587301589,3.702902508750718,119.59,121.63,123.03,125.12,165.61
PS2_t5909,2205.0,123.36315646258504,3.701391987570831,119.69,121.63,123.03,125.11,165.36
PS2_t5910,2205.0,123.36482993197279,3.7013133528446054,119.57,121.63,123.03,125.11,165.48
PS2_t5911,2205.0,123.36438095238094,3.69998872318878,119.66,121.66,123.04,125.11,165.43
PS2_t5912,2205.0,123.36458956916098,3.69792624438006,119.6,121.66,123.02,125.11,165.61
PS2_t5913,2205.0,123.36595918367347,3.693848266575401,119.65,121.66,123.06,125.1,165.44
PS2_t5914,2205.0,123.3664716553288,3.6975479041377044,119.66,121.65,123.06,125.12,165.48
PS2_t5915,2205.0,123.3654058956916,3.701183087065015,119.61,121.65,123.04,125.11,165.51
PS2_t5916,2205.0,123.36373242630387,3.70019915232239,119.5,121.63,123.04,125.12,165.44
PS2_t5917,2205.0,123.36489795918366,3.703178804573067,119.69,121.63,123.04,125.11,165.51
PS2_t5918,2205.0,123.36650340136055,3.706651262925552,119.66,121.61,123.04,125.1,165.69
PS2_t5919,2205.0,123.3664081632653,3.7008542787187433,119.63,121.6,123.06,125.11,165.44
PS2_t5920,2205.0,123.3624671201814,3.6941295939416974,119.68,121.63,123.04,125.1,165.36
PS2_t5921,2205.0,123.35845804988664,3.6963210456958047,119.65,121.61,123.04,125.11,165.56
PS2_t5922,2205.0,123.3595963718821,3.6976161043514573,119.03,121.66,123.06,125.11,165.48
PS2_t5923,2205.0,123.36190022675737,3.6977541706495596,119.59,121.63,123.06,125.11,165.48
PS2_t5924,2205.0,123.36052607709749,3.699429248527346,119.57,121.65,123.06,125.1,165.54
PS2_t5925,2205.0,123.35975510204082,3.6999668701461723,119.65,121.65,123.06,125.11,165.63
PS2_t5926,2205.0,123.36443990929706,3.6966534525589196,119.69,121.63,123.06,125.1,165.54
PS2_t5927,2205.0,123.36459410430838,3.694992636196204,119.63,121.63,123.06,125.11,165.46
PS2_t5928,2205.0,123.36176417233563,3.698671674874124,118.77,121.61,123.03,125.12,165.3
PS2_t5929,2205.0,123.36287528344671,3.6953388977581554,119.59,121.63,123.04,125.11,165.41
PS2_t5930,2205.0,123.36657142857145,3.6954369076327103,119.67,121.61,123.04,125.12,165.48
PS2_t5931,2205.0,123.36732879818592,3.705032321574492,119.63,121.63,123.04,125.12,165.65
PS2_t5932,2205.0,123.36454421768708,3.7039970358061556,119.61,121.63,123.04,125.13,165.59
PS2_t5933,2205.0,123.36437188208617,3.6936887149056026,119.7,121.63,123.06,125.12,165.3
PS2_t5934,2205.0,123.36467120181405,3.694806914261655,119.3,121.66,123.06,125.12,165.41
PS2_t5935,2205.0,123.3627029478458,3.6967474968611773,119.59,121.66,123.06,125.12,165.53
PS2_t5936,2205.0,123.36273469387753,3.6976933390768028,119.63,121.63,123.06,125.11,165.46
PS2_t5937,2205.0,123.36292063492063,3.7024397576876673,119.68,121.65,123.04,125.1,165.75
PS2_t5938,2205.0,123.36067573696147,3.699541462068072,119.44,121.63,123.03,125.11,165.53
PS2_t5939,2205.0,123.36037641723357,3.693196483616088,119.65,121.65,123.04,125.1,165.4
PS2_t5940,2205.0,123.36233106575963,3.6917024005848122,119.67,121.63,123.06,125.11,165.49
PS2_t5941,2205.0,123.36275736961451,3.6965489764626285,119.6,121.63,123.06,125.11,165.54
PS2_t5942,2205.0,123.36218594104308,3.6970448825753857,119.63,121.63,123.06,125.12,165.35
PS2_t5943,2205.0,123.36453061224489,3.700121168319583,119.63,121.63,123.04,125.11,165.54
PS2_t5944,2205.0,123.36644444444445,3.708880102842574,119.56,121.61,123.04,125.09,165.77
PS2_t5945,2205.0,123.36428571428571,3.705631034137306,119.63,121.63,123.04,125.1,165.59
PS2_t5946,2205.0,123.36415873015875,3.695899083892061,119.59,121.63,123.04,125.11,165.46
PS2_t5947,2205.0,123.36448072562358,3.692113396091264,119.63,121.67,123.04,125.09,165.59
PS2_t5948,2205.0,123.36225396825398,3.6879344585661458,119.65,121.68,123.06,125.09,165.36
PS2_t5949,2205.0,123.3632335600907,3.6903152819973117,119.66,121.67,123.04,125.1,165.38
PS2_t5950,2205.0,123.3635782312925,3.7016498178183443,119.24,121.65,123.04,125.09,165.72
PS2_t5951,2205.0,123.3594285714286,3.7008441475856144,119.63,121.6,123.04,125.09,165.62
PS2_t5952,2205.0,123.35391836734695,3.693311002871542,119.65,121.61,123.04,125.08,165.44
PS2_t5953,2205.0,123.35517913832201,3.692538010293101,119.69,121.63,123.06,125.09,165.49
PS2_t5954,2205.0,123.3596054421769,3.6902231374709697,119.67,121.6,123.06,125.11,165.48
PS2_t5955,2205.0,123.35872562358276,3.687978036257475,119.6,121.61,123.06,125.11,165.28
PS2_t5956,2205.0,123.35926530612245,3.69538145609868,118.77,121.63,123.06,125.11,165.44
PS2_t5957,2205.0,123.36263945578231,3.7029549218866014,119.59,121.63,123.04,125.12,165.65
PS2_t5958,2205.0,123.36316553287983,3.7040947509531046,119.58,121.65,123.06,125.12,165.51
PS2_t5959,2205.0,123.36210884353741,3.7071965681200783,119.65,121.67,123.04,125.12,165.46
PS2_t5960,2205.0,123.36239002267574,3.702214247964513,119.67,121.68,123.04,125.13,165.44
PS2_t5961,2205.0,123.36491156462586,3.6914026463075746,119.47,121.65,123.03,125.12,165.48
PS2_t5962,2205.0,123.36363718820864,3.6936404013638593,118.67,121.66,123.04,125.12,165.61
PS2_t5963,2205.0,123.36119727891156,3.699728679853402,119.66,121.63,123.03,125.12,165.56
PS2_t5964,2205.0,123.36121541950112,3.697989456116387,119.59,121.63,123.02,125.11,165.57
PS2_t5965,2205.0,123.36144217687074,3.6971144026765006,119.56,121.6,123.04,125.11,165.36
PS2_t5966,2205.0,123.3622993197279,3.7041846916408327,119.59,121.63,123.03,125.11,165.77
PS2_t5967,2205.0,123.36469841269843,3.700568022105129,119.6,121.65,123.03,125.11,165.46
PS2_t5968,2205.0,123.36549206349206,3.698716974235128,118.41,121.63,123.04,125.12,165.44
PS2_t5969,2205.0,123.36303854875284,3.7017943999317837,119.63,121.67,123.04,125.12,165.48
PS2_t5970,2205.0,123.36390929705217,3.6998549599925648,119.59,121.67,123.06,125.11,165.54
PS2_t5971,2205.0,123.36453968253969,3.6985130343225014,119.68,121.66,123.06,125.11,165.38
PS2_t5972,2205.0,123.36365532879817,3.7008805874449897,119.63,121.66,123.03,125.12,165.66
PS2_t5973,2205.0,123.36428117913832,3.7005988617278525,119.57,121.67,123.04,125.1,165.57
PS2_t5974,2205.0,123.36341496598641,3.696989687834384,119.65,121.63,123.06,125.08,165.31
PS2_t5975,2205.0,123.35828571428573,3.6992956925190033,119.63,121.63,123.04,125.09,165.38
PS2_t5976,2205.0,123.35594557823129,3.702134075381448,119.56,121.61,123.04,125.1,165.41
PS2_t5977,2205.0,123.35738775510202,3.696979646797323,119.63,121.63,123.04,125.11,165.48
PS2_t5978,2205.0,123.35982312925171,3.6972542192559597,119.61,121.65,123.04,125.1,165.63
PS2_t5979,2205.0,123.35988208616776,3.6994671079280788,119.67,121.66,123.04,125.08,165.73
PS2_t5980,2205.0,123.35688435374149,3.694566735703804,119.5,121.65,123.03,125.09,165.33
PS2_t5981,2205.0,123.35631746031746,3.697284264653718,119.5,121.65,123.03,125.1,165.33
PS2_t5982,2205.0,123.35918367346939,3.7043372044938363,119.56,121.65,123.04,125.1,165.52
PS2_t5983,2205.0,123.36305215419502,3.6983278066973058,119.6,121.66,123.03,125.11,165.41
PS2_t5984,2205.0,123.36653514739227,3.6950240814000344,119.68,121.67,123.03,125.12,165.35
PS2_t5985,2205.0,123.36660317460317,3.7004713032943983,119.67,121.67,123.04,125.11,165.56
PS2_t5986,2205.0,123.36198639455785,3.700041515168565,119.63,121.66,123.04,125.11,165.51
PS2_t5987,2205.0,123.35993650793652,3.6975462869396654,119.56,121.63,123.04,125.11,165.38
PS2_t5988,2205.0,123.36197278911565,3.6990365473416964,119.45,121.6,123.04,125.11,165.44
PS2_t5989,2205.0,123.36079818594104,3.6997199331876116,119.63,121.63,123.06,125.12,165.43
PS2_t5990,2205.0,123.35979138321997,3.696976992852254,119.63,121.63,123.06,125.11,165.41
PS2_t5991,2205.0,123.35958276643991,3.701452590233029,119.14,121.63,123.04,125.1,165.57
PS2_t5992,2205.0,123.35658049886622,3.7050960158711965,119.63,121.65,123.04,125.12,165.73
PS2_t5993,2205.0,123.35589569160997,3.7021938090818685,119.68,121.67,123.06,125.11,165.56
PS2_t5994,2205.0,123.36002267573696,3.701239142264832,119.59,121.66,123.03,125.12,165.35
PS2_t5995,2205.0,123.36170521541953,3.698298597655189,119.69,121.66,123.03,125.11,165.44
PS2_t5996,2205.0,123.35884807256237,3.694300551822762,119.52,121.67,123.03,125.09,165.43
PS2_t5997,2205.0,123.35896598639457,3.7005533285699697,119.65,121.67,123.02,125.1,165.44
PS2_t5998,2205.0,123.36444444444443,3.7039522255465003,119.65,121.65,123.02,125.11,165.63
PS2_t5999,2205.0,123.36495691609977,3.7006642436637893,119.6,121.63,123.02,125.13,165.36
PS2_t6000,2205.0,123.36174149659864,3.7035314432216606,119.52,121.63,123.04,125.11,165.34
PS3_t1,2205.0,2.109728344671202,0.19299757420033356,0.492,2.0,2.086,2.25,2.555
PS3_t2,2205.0,2.110518367346939,0.19363278259274927,0.578,2.0,2.086,2.25,2.687
PS3_t3,2205.0,2.1229410430839004,0.19134477810672504,0.602,2.008,2.102,2.266,2.555
PS3_t4,2205.0,2.293015419501134,0.16934573506157963,0.727,2.187,2.281,2.406,2.766
PS3_t5,2205.0,2.5144317460317462,0.3051279721543179,1.789,2.391,2.547,2.648,6.422
PS3_t6,2205.0,2.5779446712018137,0.4519763473174579,1.398,2.469,2.656,2.766,7.203
PS3_t7,2205.0,1.8433854875283446,0.3381027013074546,0.984,1.617,1.922,2.109,3.031
PS3_t8,2205.0,0.5956331065759638,0.24052037900084391,0.0,0.367,0.633,0.797,1.078
PS3_t9,2205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
